1371,8622,1371,8577,1335,8577,1335,8622
1272,8155,1272,8108,1237,8108,1237,8155
1274,8269,1274,8223,1237,8224,1237,8269
1273,8384,1273,8340,1237,8340,1237,8384
1272,8733,1272,8688,1237,8688,1237,8733
1273,8506,1273,8458,1237,8458,1237,8507
5558,9478,5506,9478,5506,9508,5558,9508
6264,5047,6234,5047,6234,5087,6264,5087
1548,3755,1478,3755,1478,3784,1548,3784
5459,3385,5401,3385,5401,3414,5459,3414
5491,8731,5491,8682,5454,8682,5454,8731
5586,3744,5558,3744,5558,3792,5586,3792
4203,7783,4203,7755,4170,7755,4170,7783
4204,8127,4204,8103,4169,8103,4169,8127
4206,8496,4206,8449,4171,8449,4171,8497
4206,8381,4206,8335,4171,8335,4171,8381
4206,8612,4206,8565,4171,8565,4171,8612
4203,7806,4203,7783,4169,7783,4169,7806
4204,7922,4204,7877,4169,7877,4169,7922
4204,8154,4204,8127,4169,8127,4169,8154
3430,2981,3416,2981,3416,3069,3430,3069
6708,6972,6693,6972,6693,7058,6708,7058
5052,8382,5052,8338,5016,8338,5016,8382
5051,8499,5051,8452,5018,8452,5018,8499
5051,8029,5051,7986,5015,7986,5015,8029
5050,7915,5050,7870,5017,7870,5017,7915
4912,4082,4878,4082,4878,4142,4912,4142
2619,232,2573,232,2573,640,2619,640
1548,4139,1480,4139,1480,4167,1548,4167
3914,8496,3914,8450,3879,8450,3879,8496
3913,8379,3913,8335,3879,8335,3879,8380
3914,8612,3914,8566,3879,8566,3879,8612
3915,8727,3915,8684,3880,8684,3880,8728
3913,8147,3913,8104,3878,8104,3878,8147
3753,1227,3724,1227,3724,1267,3753,1267
4941,1966,4897,1966,4897,2021,4941,2021
4448,8383,4448,8359,4413,8359,4413,8383
4448,8153,4448,8125,4412,8125,4412,8153
4447,7781,4447,7755,4412,7755,4412,7781
4448,8124,4448,8103,4413,8103,4413,8124
4449,8616,4449,8571,4414,8571,4414,8616
4447,8358,4447,8334,4413,8334,4413,8358
4448,8031,4448,7987,4412,7987,4412,8031
4446,7806,4446,7782,4412,7782,4412,7806
1756,5308,1727,5308,1727,5354,1756,5354
4155,7804,4155,7755,4120,7755,4120,7804
4156,8128,4156,8103,4122,8103,4122,8128
4158,8616,4158,8571,4122,8571,4122,8616
4157,8362,4157,8335,4122,8335,4122,8362
4155,8032,4155,7988,4120,7988,4120,8032
4157,8383,4157,8363,4122,8363,4122,8383
4155,7916,4155,7872,4121,7872,4121,7916
4156,8154,4156,8128,4121,8128,4121,8154
2753,2540,2739,2540,2739,2693,2753,2693
6920,5473,6908,5473,6908,5552,6920,5552
2755,3733,2741,3733,2741,3886,2755,3886
6920,226,6873,226,6873,631,6920,631
2608,8731,2608,8686,2572,8686,2572,8731
2607,8266,2607,8221,2572,8221,2572,8266
7740,8257,7740,8212,7704,8212,7704,8257
7740,8373,7740,8329,7705,8329,7705,8373
7739,8031,7739,7984,7703,7984,7703,8031
7740,8721,7740,8677,7706,8677,7706,8721
4165,6443,4136,6443,4136,6488,4165,6488
3587,4970,3558,4970,3558,5040,3587,5040
1291,237,1244,237,1244,644,1291,644
8627,8796,8613,8796,8613,8852,8627,8852
4686,7253,4673,7253,4673,7375,4686,7375
2316,8620,2316,8574,2280,8574,2280,8620
2314,7925,2314,7880,2279,7880,2279,7925
2316,8500,2316,8452,2281,8452,2281,8500
2315,7810,2315,7764,2278,7764,2278,7810
1516,8159,1516,8135,1482,8135,1482,8159
1517,8621,1517,8577,1481,8577,1481,8622
1516,8133,1516,8108,1482,8108,1482,8133
1515,7920,1515,7876,1480,7876,1480,7920
1515,7807,1515,7760,1479,7760,1479,7807
1517,8388,1517,8345,1479,8345,1479,8389
1518,8274,1518,8228,1481,8228,1481,8274
1515,8036,1515,7992,1482,7992,1482,8036
1584,4139,1564,4139,1564,4167,1584,4167
2182,7014,2154,7014,2154,7056,2182,7056
5200,6001,5172,6001,5172,6041,5200,6041
4001,6015,3970,6015,3970,6064,4001,6064
3961,8154,3961,8125,3926,8125,3926,8154
3963,8384,3963,8338,3927,8338,3927,8384
3962,8269,3962,8222,3927,8222,3927,8269
3960,8031,3960,7988,3927,7988,3927,8031
3963,8611,3963,8566,3928,8566,3928,8611
3961,8125,3961,8104,3926,8104,3926,8125
3961,7914,3961,7872,3925,7872,3925,7914
3959,7804,3959,7756,3925,7756,3925,7804
1175,8733,1175,8689,1140,8689,1140,8733
1176,8275,1176,8228,1140,8228,1140,8275
5996,8027,5996,7985,5960,7985,5960,8027
5997,8259,5997,8215,5960,8215,5960,8259
5996,7802,5996,7757,5961,7757,5961,7803
5997,8491,5997,8446,5960,8446,5960,8491
5997,8376,5997,8331,5960,8331,5960,8376
5997,8608,5997,8562,5961,8562,5961,8608
5997,8142,5997,8100,5960,8100,5960,8142
5770,4980,5740,4980,5740,5024,5770,5024
2021,8037,2021,7992,1986,7992,1986,8037
2022,8268,2022,8222,1987,8222,1987,8268
2022,8152,2022,8107,1987,8107,1987,8152
2023,7810,2023,7785,1986,7785,1986,7810
2023,8500,2023,8453,1988,8453,1988,8500
2023,7785,2023,7759,1986,7759,1986,7785
2022,8616,2022,8569,1988,8569,1988,8616
2023,8384,2023,8338,1988,8338,1988,8384
5344,8926,5344,8900,5309,8900,5309,8926
5343,8151,5343,8104,5307,8104,5307,8151
5344,8725,5344,8681,5309,8681,5309,8725
7837,8099,7802,8099,7802,8147,7837,8147
7837,8262,7837,8215,7802,8216,7802,8262
5148,8036,5148,7988,5112,7988,5112,8036
5150,8726,5150,8682,5115,8682,5115,8727
5148,8261,5148,8217,5114,8217,5114,8261
1854,8038,1854,7992,1820,7992,1820,8038
1856,8618,1856,8569,1821,8569,1821,8618
1855,7810,1855,7785,1820,7785,1820,7811
1855,8365,1855,8339,1820,8339,1820,8365
1854,8388,1854,8367,1820,8367,1820,8388
7282,8377,7282,8331,7246,8331,7246,8377
7282,7891,7282,7866,7247,7867,7247,7891
7282,8495,7282,8447,7247,8447,7247,8495
7282,7916,7282,7891,7247,7891,7247,7916
4495,8009,4495,7987,4461,7987,4461,8009
4497,8496,4497,8449,4462,8449,4462,8496
4496,7782,4496,7755,4461,7755,4461,7782
4496,8380,4496,8334,4463,8334,4463,8380
4497,8611,4497,8565,4463,8565,4463,8611
4496,7805,4496,7782,4461,7782,4461,7805
4496,8037,4496,8010,4461,8010,4461,8038
6651,7917,6651,7895,6615,7895,6615,7917
6650,8375,6650,8330,6615,8330,6615,8375
6651,7895,6651,7868,6615,7868,6615,7895
6651,8607,6651,8561,6615,8561,6615,8607
6650,8033,6650,7986,6614,7986,6614,8033
6650,8149,6650,8101,6614,8101,6614,8149
6651,8723,6651,8679,6616,8679,6616,8723
6650,8491,6650,8445,6614,8445,6614,8491
2753,2966,2739,2966,2739,3119,2753,3119
5164,2770,5128,2770,5128,2829,5164,2829
5007,2775,4962,2775,4962,2829,5007,2829
5357,2787,5313,2787,5313,2822,5357,2822
2754,4114,2740,4114,2740,4266,2754,4266
3211,8385,3211,8339,3175,8339,3175,8385
3212,8618,3212,8572,3175,8573,3175,8618
3210,7924,3210,7880,3174,7880,3174,7924
3211,7808,3211,7765,3175,7765,3175,7808
4906,1746,4872,1746,4872,1804,4906,1804
7129,6468,7099,6468,7099,6516,7129,6516
3308,8502,3308,8455,3273,8455,3273,8503
3308,8270,3308,8243,3272,8243,3272,8271
3308,8242,3308,8220,3272,8220,3272,8242
3307,8148,3307,8105,3273,8105,3273,8148
3310,8735,3310,8688,3274,8688,3274,8735
8567,8031,8555,8031,8555,8089,8567,8089
1192,9271,1180,9271,1180,9388,1192,9388
7373,5351,7322,5351,7322,5380,7373,5380
5901,224,5857,225,5857,635,5901,635
6241,8608,6241,8562,6206,8562,6206,8608
6238,7910,6238,7868,6204,7868,6204,7910
6240,8259,6240,8215,6205,8215,6205,8260
6239,8027,6239,7984,6204,7984,6204,8027
6241,8839,6241,8795,6207,8795,6207,8839
6240,8143,6240,8100,6204,8100,6204,8143
6240,8491,6240,8446,6207,8446,6207,8491
6240,8375,6240,8331,6205,8331,6205,8375
4592,8268,4592,8223,4559,8223,4559,8268
4592,8843,4592,8797,4559,8797,4559,8843
4593,8153,4593,8106,4559,8106,4559,8153
1496,5523,1468,5523,1468,5565,1496,5565
1593,2562,1525,2562,1525,2591,1593,2591
2072,8852,2072,8808,2037,8808,2037,8852
2071,8036,2071,7991,2035,7992,2035,8036
2071,8268,2071,8222,2034,8222,2034,8268
2071,8152,2071,8107,2036,8107,2036,8152
2071,8500,2071,8453,2036,8453,2036,8500
2071,7920,2071,7875,2036,7875,2036,7920
2072,8384,2072,8338,2035,8338,2035,8384
2072,8616,2072,8569,2036,8569,2036,8616
3362,2554,3347,2554,3347,2642,3362,2642
7930,6771,7790,6771,7790,6786,7930,6786
958,8132,958,8109,923,8109,923,8132
957,7808,957,7761,923,7761,923,7808
959,8390,959,8365,924,8365,924,8390
958,8160,958,8132,923,8132,923,8160
959,8617,959,8571,923,8571,923,8617
959,8364,959,8340,923,8340,923,8364
958,7921,958,7877,923,7877,923,7921
2443,5035,2412,5035,2411,5078,2443,5078
4071,228,4027,228,4027,636,4071,636
2558,8034,2558,7991,2523,7991,2523,8034
2557,7918,2557,7875,2521,7875,2521,7918
2559,8504,2559,8479,2523,8479,2523,8504
2558,7808,2558,7758,2523,7758,2523,7808
2559,8478,2559,8452,2523,8452,2523,8478
2941,5716,2915,5716,2915,5854,2941,5854
3396,4128,3383,4128,3383,4216,3396,4216
5008,3923,4964,3923,4964,3977,5008,3977
5360,3934,5314,3934,5314,3969,5360,3969
8685,8699,8644,8699,8644,8757,8685,8757
1583,3755,1564,3755,1564,3784,1583,3784
4506,9176,4461,9176,4461,9765,4506,9765
6483,8375,6483,8331,6447,8331,6447,8375
6483,8606,6483,8561,6447,8561,6447,8607
6482,8258,6482,8215,6448,8215,6448,8258
6483,8491,6483,8445,6448,8445,6448,8491
6483,8844,6483,8797,6448,8798,6448,8844
6482,8142,6482,8099,6447,8100,6447,8142
6482,7917,6482,7875,6449,7875,6449,7917
5850,8265,5850,8217,5815,8217,5815,8266
5851,8730,5851,8682,5815,8682,5815,8730
5850,8150,5850,8101,5814,8101,5814,8150
2754,3350,2740,3350,2740,3503,2754,3503
7012,5435,6999,5435,6999,5588,7012,5588
6565,7006,6534,7006,6534,7049,6565,7049
5801,8238,5801,8216,5766,8216,5766,8238
5801,8498,5801,8450,5766,8450,5766,8498
5801,8143,5801,8101,5765,8101,5765,8143
1629,2180,1611,2180,1611,2209,1629,2209
5577,2175,5549,2175,5549,2219,5577,2219
3064,6374,3022,6374,3022,6406,3064,6406
3130,1761,3117,1761,3117,1845,3130,1845
5005,1966,4960,1966,4960,2021,5005,2021
5357,1980,5312,1980,5312,2013,5357,2013
4954,8261,4954,8217,4919,8217,4919,8261
4954,8377,4954,8333,4920,8333,4920,8377
4954,8146,4954,8102,4918,8102,4918,8146
4955,8493,4955,8448,4920,8448,4920,8493
4953,8029,4953,7986,4918,7987,4918,8029
4955,8726,4955,8682,4920,8682,4920,8726
4956,8610,4956,8564,4920,8564,4920,8610
4954,7916,4954,7870,4919,7871,4919,7916
3017,8271,3017,8244,2981,8244,2981,8271
3017,8243,3017,8220,2981,8221,2981,8244
3018,8846,3018,8800,2982,8800,2982,8846
3016,8149,3016,8105,2981,8105,2981,8149
3016,8503,3016,8457,2980,8457,2980,8503
6531,4824,6471,4824,6471,4863,6531,4863
5355,1261,5310,1261,5310,1299,5355,1299
6287,1255,6239,1255,6239,1290,6287,1290
6834,749,6819,749,6819,779,6834,779
6190,7911,6190,7868,6155,7868,6155,7911
6191,8379,6191,8335,6157,8335,6157,8379
6190,8027,6190,7984,6155,7984,6155,8027
1629,1796,1611,1796,1611,1826,1629,1826
6052,4129,6023,4129,6023,4173,6052,4173
6531,8375,6531,8331,6496,8331,6496,8375
6529,7801,6529,7759,6493,7759,6493,7802
6532,8607,6532,8561,6497,8561,6497,8607
6531,8259,6531,8214,6496,8215,6496,8259
6531,8844,6531,8798,6497,8798,6497,8844
6530,8026,6530,7984,6495,7984,6495,8026
6530,8142,6530,8099,6495,8099,6495,8142
6531,8491,6531,8445,6496,8445,6496,8491
3936,5486,3907,5486,3907,5527,3936,5527
1049,5863,730,5863,730,5909,1049,5909
687,6171,234,6171,234,6212,687,6212
687,6046,234,6046,234,6092,687,6092
687,5922,234,5922,234,5969,687,5969
3816,8496,3816,8450,3782,8450,3782,8496
3815,8031,3815,7988,3781,7989,3781,8031
3817,8617,3817,8571,3782,8571,3782,8617
3420,2171,3406,2171,3406,2259,3420,2259
2120,8616,2120,8569,2083,8569,2083,8616
2120,8384,2120,8338,2084,8338,2084,8384
2120,8499,2120,8453,2086,8453,2086,8499
2120,8134,2120,8107,2083,8107,2083,8134
2120,8158,2120,8134,2083,8134,2083,8158
2119,7919,2119,7875,2084,7875,2084,7920
2119,7805,2119,7759,2084,7759,2084,7805
3807,1227,3778,1227,3778,1267,3807,1267
3761,5953,3709,5953,3709,5985,3761,5985
4407,1199,4393,1199,4393,1288,4407,1288
3602,8502,3602,8454,3566,8454,3566,8502
3599,7807,3599,7785,3564,7786,3564,7807
3600,7923,3600,7879,3564,7879,3564,7923
3599,7785,3599,7756,3564,7756,3564,7785
1628,1413,1611,1413,1611,1444,1628,1444
5004,8732,5004,8684,4969,8684,4969,8732
5002,7804,5002,7760,4966,7760,4966,7805
5003,8146,5003,8102,4967,8102,4967,8146
5003,8493,5003,8448,4968,8448,4968,8493
5003,8378,5003,8333,4968,8333,4968,8378
5003,8609,5003,8564,4969,8564,4969,8609
5001,8029,5001,7986,4966,7986,4966,8029
5003,8262,5003,8217,4968,8217,4968,8262
4368,2568,4339,2568,4339,2615,4368,2615
5920,1801,5908,1801,5908,1899,5920,1899
3532,5578,3482,5578,3482,5608,3532,5608
5585,7798,5585,7753,5550,7753,5550,7798
5586,8493,5586,8447,5550,8447,5550,8493
5585,8035,5585,7986,5550,7986,5550,8035
5585,8377,5585,8332,5550,8332,5550,8377
5585,8151,5585,8103,5550,8103,5550,8151
5586,8608,5586,8563,5550,8563,5550,8608
5585,7919,5585,7874,5550,7874,5550,7919
7693,8726,7693,8680,7657,8680,7657,8726
7692,8373,7692,8329,7657,8329,7657,8373
7690,8031,7690,7984,7655,7984,7655,8031
7690,8099,7655,8099,7655,8147,7690,8147
1861,5038,1831,5038,1831,5079,1861,5079
2470,5376,2442,5376,2442,5416,2470,5416
2265,5037,2235,5037,2235,5078,2265,5078
461,8017,413,8017,413,8049,461,8049
7061,7215,7029,7215,7029,7257,7061,7257
2837,5170,2823,5170,2823,5305,2837,5305
5899,8730,5899,8683,5864,8683,5864,8730
5899,8237,5899,8216,5863,8216,5863,8237
5899,8265,5899,8238,5863,8238,5863,8265
5898,8142,5898,8100,5863,8101,5863,8142
5898,8607,5898,8562,5864,8562,5864,8607
5576,1406,5547,1406,5547,1454,5576,1454
1806,8016,1806,7992,1772,7992,1772,8016
1806,8043,1806,8017,1772,8017,1772,8043
1806,7811,1806,7785,1771,7785,1771,7811
1806,7785,1806,7759,1772,7759,1772,7785
1807,8617,1807,8569,1773,8569,1773,8618
1806,8388,1806,8344,1772,8344,1772,8388
6026,224,5982,224,5982,634,6026,634
4050,5033,4021,5033,4021,5074,4050,5074
5684,8730,5684,8683,5648,8683,5648,8730
5683,8151,5683,8102,5647,8102,5647,8151
1711,8037,1711,7992,1675,7992,1675,8037
1712,8621,1712,8577,1674,8577,1674,8621
1711,8132,1711,8108,1677,8108,1677,8132
1709,7811,1709,7785,1673,7785,1673,7811
1709,7785,1709,7760,1673,7760,1673,7785
1711,8158,1711,8131,1677,8132,1677,8158
1711,8273,1711,8228,1676,8228,1676,8274
1711,8388,1711,8343,1674,8343,1674,8388
4122,5678,4093,5678,4093,5723,4122,5723
1826,6920,1797,6920,1797,6967,1826,6967
6796,8490,6796,8445,6761,8445,6761,8490
6797,8611,6797,8566,6761,8566,6761,8611
6795,8025,6795,7983,6760,7983,6760,8025
1339,5050,1308,5050,1308,5089,1339,5089
318,7003,288,7003,288,7050,318,7050
8567,8344,8556,8344,8556,8403,8567,8403
1324,836,1296,836,1296,850,1324,850
1548,3373,1478,3373,1478,3402,1548,3402
1607,3415,1570,3415,1570,3664,1607,3664
1651,2223,1617,2223,1617,2472,1651,2472
1649,1458,1615,1458,1615,1705,1649,1705
1651,1840,1615,1840,1615,2088,1651,2088
1605,3032,1568,3032,1568,3280,1605,3280
4407,1585,4394,1585,4394,1670,4407,1670
3407,8496,3407,8450,3371,8451,3371,8496
3407,8612,3407,8567,3372,8567,3372,8613
3405,8381,3405,8336,3370,8336,3370,8381
3405,8030,3405,7989,3370,7989,3370,8030
3407,8729,3407,8685,3372,8685,3372,8729
3406,8264,3406,8220,3370,8220,3370,8264
3406,8148,3406,8105,3371,8105,3371,8148
3405,7808,3405,7764,3371,7764,3371,7808
8627,8699,8613,8699,8613,8757,8627,8757
1453,7247,1426,7247,1426,7396,1453,7396
1629,2562,1611,2562,1611,2591,1629,2591
3692,9262,3678,9262,3678,9378,3692,9378
6289,8608,6289,8562,6255,8562,6255,8608
6287,7911,6287,7868,6252,7868,6252,7911
6288,8149,6288,8123,6253,8123,6253,8150
6290,8491,6290,8446,6254,8446,6254,8491
6288,8122,6288,8100,6253,8100,6253,8122
6288,8027,6288,7984,6253,7984,6253,8027
6291,8724,6291,8680,6255,8680,6255,8725
6289,8376,6289,8331,6254,8331,6254,8376
2461,8384,2461,8338,2425,8338,2425,8384
2461,8616,2461,8568,2426,8568,2426,8616
2460,8041,2460,7993,2425,7993,2425,8042
2460,8157,2460,8109,2425,8109,2425,8157
2460,7925,2460,7879,2424,7879,2424,7925
2462,8500,2462,8452,2426,8452,2426,8500
5922,2567,5908,2567,5908,2664,5922,2664
3866,8495,3866,8450,3830,8450,3830,8495
3863,7807,3863,7762,3828,7763,3828,7807
3864,8380,3864,8335,3830,8335,3830,8380
3864,8031,3864,7988,3830,7988,3830,8031
3866,8612,3866,8566,3830,8566,3830,8612
3864,8263,3864,8219,3830,8219,3830,8263
3865,8848,3865,8802,3831,8802,3831,8848
3864,8147,3864,8104,3829,8104,3829,8147
5457,4151,5403,4151,5403,4180,5457,4180
2266,8615,2266,8569,2232,8569,2232,8615
2266,7925,2266,7900,2231,7900,2231,7925
2267,8268,2267,8222,2231,8222,2231,8268
2266,8151,2266,8107,2231,8107,2231,8151
2266,8499,2266,8452,2231,8453,2231,8499
2267,8852,2267,8808,2232,8808,2232,8852
2266,8384,2266,8338,2231,8338,2231,8384
2266,7899,2266,7875,2231,7875,2231,7899
1929,6753,1884,6753,1884,6781,1929,6781
1615,8621,1615,8577,1578,8578,1578,8621
1612,7927,1612,7900,1576,7900,1576,7927
1613,8363,1613,8339,1579,8339,1579,8363
1614,8388,1614,8364,1577,8364,1577,8388
1614,8159,1614,8133,1579,8133,1579,8159
1612,7899,1612,7876,1576,7876,1576,7899
1614,8132,1614,8108,1579,8108,1579,8132
3554,8502,3554,8455,3517,8455,3517,8502
3552,8385,3552,8338,3517,8338,3517,8385
3551,7807,3551,7785,3516,7785,3516,7807
3552,7923,3552,7879,3516,7879,3516,7923
3551,7785,3551,7756,3516,7756,3516,7785
2365,8732,2365,8687,2329,8687,2329,8732
6143,8608,6143,8562,6108,8562,6108,8608
6143,8150,6143,8122,6107,8122,6107,8150
6143,8122,6143,8100,6107,8100,6107,8122
6143,8492,6143,8446,6107,8446,6107,8492
6142,8375,6142,8331,6108,8331,6108,8375
7703,4696,7686,4696,7686,4793,7703,4793
4061,8501,4061,8455,4026,8455,4026,8501
4058,7806,4058,7762,4022,7762,4022,7806
4058,7922,4058,7878,4023,7878,4023,7922
1547,2989,1477,2989,1477,3019,1547,3019
4906,2128,4872,2128,4872,2186,4906,2186
5357,1645,5311,1645,5311,1678,5357,1678
6281,1638,6239,1638,6239,1671,6281,1671
2746,769,2733,769,2733,797,2746,797
7642,8025,7642,7982,7606,7982,7606,8025
1978,5038,1947,5038,1947,5078,1978,5078
3004,6374,2954,6374,2954,6406,3004,6406
3806,9341,3759,9341,3759,9372,3806,9372
3357,8381,3357,8336,3321,8336,3321,8381
3357,8148,3357,8105,3321,8105,3321,8148
3357,8613,3357,8567,3323,8567,3323,8613
3356,7923,3356,7880,3320,7880,3320,7923
3357,8264,3357,8220,3322,8220,3322,8264
3358,8497,3358,8451,3322,8451,3322,8497
7752,6575,7703,6575,7703,6606,7752,6606
1581,2989,1564,2989,1564,3019,1581,3019
3507,9241,3494,9241,3494,9357,3507,9357
7142,7151,7114,7151,7114,7195,7142,7195
6286,2403,6239,2403,6239,2436,6286,2436
5358,2411,5312,2411,5312,2447,5358,2447
6963,4751,6901,4751,6901,4792,6963,4792
5708,4981,5677,4981,5677,5024,5708,5024
7040,8728,7040,8680,7004,8680,7004,8728
7039,8235,7039,8214,7004,8214,7004,8235
7038,8032,7038,7983,7002,7983,7002,8033
7039,8263,7039,8235,7004,8235,7004,8263
5415,9123,5373,9123,5373,9154,5415,9154
8821,5180,8618,5180,8618,5193,8821,5193
3293,2927,3279,2927,3279,3059,3293,3059
4912,3700,4874,3700,4874,3759,4912,3759
6338,8607,6338,8562,6304,8562,6304,8607
6336,7911,6336,7868,6300,7868,6300,7911
6338,8149,6338,8122,6302,8122,6302,8149
6338,8121,6338,8100,6302,8100,6302,8121
6338,8491,6338,8445,6303,8446,6303,8491
6338,8724,6338,8680,6304,8680,6304,8724
6338,8376,6338,8331,6302,8331,6302,8376
3626,2373,3609,2373,3609,2505,3626,2505
6408,9103,6365,9103,6365,9721,6408,9721
6531,9103,6484,9103,6484,9721,6531,9721
7331,7915,7331,7872,7296,7872,7296,7915
7330,8353,7330,8329,7294,8329,7294,8353
7330,8605,7330,8560,7294,8560,7294,8605
7330,8377,7330,8354,7295,8354,7295,8377
7329,8032,7329,7984,7294,7984,7294,8032
7329,8147,7329,8100,7294,8100,7294,8148
3639,5314,3609,5314,3609,5360,3639,5360
1564,8037,1564,7992,1530,7992,1530,8037
1565,8621,1565,8576,1531,8576,1531,8621
1563,7811,1563,7786,1526,7786,1526,7811
1563,7785,1563,7760,1527,7760,1527,7785
1565,8388,1565,8345,1531,8345,1531,8388
7201,4723,7138,4723,7138,4761,7201,4761
5360,3600,5313,3600,5313,3635,5360,3635
6289,3592,6243,3592,6243,3628,6289,3628
6047,1790,6016,1790,6016,1834,6047,1834
7982,8118,7982,8097,7948,8097,7948,8118
7983,8680,7947,8680,7947,8726,7983,8726
7982,8119,7948,8119,7948,8148,7982,8148
7987,8784,7935,8784,7935,8825,7987,8825
7817,6575,7770,6575,7770,6606,7817,6606
3418,1405,3406,1405,3406,1494,3418,1494
2753,8736,2753,8688,2717,8689,2717,8736
7544,8121,7509,8121,7509,8147,7544,8147
7076,5172,7030,5172,7030,5204,7076,5204
6045,7918,6045,7873,6009,7873,6009,7918
6045,8034,6045,7986,6010,7986,6010,8034
6046,8491,6046,8446,6010,8446,6010,8491
6046,8150,6046,8103,6010,8103,6010,8150
6046,8376,6046,8331,6010,8331,6010,8376
6046,8608,6046,8562,6010,8562,6010,8608
2509,8041,2509,7993,2473,7993,2473,8041
2509,8157,2509,8109,2474,8110,2474,8157
2510,8731,2510,8686,2474,8686,2474,8731
2509,8383,2509,8337,2474,8337,2474,8383
2018,7191,2003,7191,2003,7318,2018,7318
5579,2982,5550,2982,5550,3026,5579,3026
6887,6988,6851,6988,6851,7034,6887,7034
4857,8152,4857,8125,4821,8125,4821,8152
4857,8124,4857,8102,4821,8102,4821,8124
4857,8615,4857,8569,4822,8569,4822,8615
4857,8494,4857,8448,4822,8448,4822,8494
4856,8379,4856,8333,4821,8333,4821,8379
4856,7920,4856,7875,4821,7875,4821,7920
4856,7800,4856,7754,4821,7754,4821,7800
4332,1637,4317,1637,4317,1726,4332,1726
4807,8152,4807,8125,4773,8125,4773,8152
4808,8494,4808,8448,4773,8448,4773,8494
4807,7920,4807,7895,4772,7895,4772,7920
4808,8379,4808,8333,4773,8334,4773,8379
4808,8727,4808,8682,4774,8682,4774,8727
4807,8125,4807,8102,4773,8102,4773,8125
4807,7895,4807,7871,4772,7871,4772,7895
4808,8609,4808,8564,4774,8564,4774,8610
1455,5049,1426,5049,1426,5091,1455,5091
1359,7247,1347,7247,1347,7394,1359,7394
1696,5051,1666,5051,1666,5089,1696,5089
6289,3977,6243,3977,6243,4011,6289,4011
5360,3982,5314,3982,5314,4017,5360,4017
1516,4983,1485,4983,1485,5027,1516,5027
6990,8489,6990,8444,6955,8444,6955,8489
6989,8263,6989,8217,6954,8217,6954,8263
6990,8560,6955,8560,6955,8605,6990,8605
6989,8148,6989,8121,6954,8121,6954,8148
6990,7798,6990,7750,6955,7751,6955,7798
6989,8025,6989,7983,6954,7983,6954,8025
6989,8120,6989,8099,6954,8099,6954,8120
2756,7239,2742,7239,2742,7375,2756,7375
6094,4981,6064,4981,6064,5024,6094,5024
6887,6922,6851,6922,6851,6969,6887,6969
475,7130,445,7130,445,7185,475,7185
4008,5033,3978,5033,3978,5074,4008,5074
4944,3536,4900,3536,4900,3593,4944,3593
7088,7916,7088,7872,7052,7872,7052,7916
7088,8495,7088,8448,7052,8448,7052,8495
7089,7800,7089,7757,7053,7757,7053,7800
6995,6932,6938,6932,6938,6974,6995,6974
8268,9403,8222,9403,8222,9780,8268,9780
8145,9403,8093,9403,8093,9780,8145,9780
5924,3373,5910,3373,5910,3471,5924,3471
5005,2349,4960,2349,4960,2403,5005,2403
5356,2361,5312,2361,5312,2396,5356,2396
